# Constructed from biom file
#OTU ID	RL700-mf	RL693-mf	RL691-mf	RL683-mf	RL679-mf	RL656-mf	RL607-mf	RL606-mf	RL591-mf	RL573-mf	RL569-mf	RL518-mf	taxonomy
Lactococcus_petauri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus_petauri
Streptococcus_anginosus_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_anginosus_group
Streptococcus_australis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_australis
Streptococcus_cristatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_cristatus
Streptococcus_infantarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_infantarius
Streptococcus_infantis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_infantis
Streptococcus_lutetiensis	1686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_lutetiensis
Streptococcus_macedonicus	0.0	0.0	0.0	0.0	0.0	0.0	418.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_macedonicus
Streptococcus_milleri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_milleri
Streptococcus_mitis	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_mitis
Streptococcus_mutans	0.0	0.0	0.0	0.0	0.0	0.0	208.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_mutans
Streptococcus_oralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_oralis
Streptococcus_parasanguinis	0.0	39.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_parasanguinis
Streptococcus_pasteurianus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_pasteurianus
Streptococcus_salivarius	74.0	562.0	6.0	477.0	71.0	471.0	215.0	0.0	0.0	7.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_salivarius
Streptococcus_sp_A12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_sp_A12
Streptococcus_thermophilus	0.0	1148.0	1058.0	0.0	139.0	1282.0	1166.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_thermophilus
Streptococcus_troglodytae	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_troglodytae
Butyricicoccus_pullicaecorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Butyricicoccus; Butyricicoccus_pullicaecorum
Clostridium_baratii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_baratii
Clostridium_celatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_celatum
Clostridium_disporicum	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_disporicum
Clostridium_perfringens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_perfringens
Clostridium_sp_CAG_167	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	2014.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_167
Clostridium_sp_CAG_242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_242
Clostridium_sp_CAG_253	231.0	0.0	149.0	0.0	507.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_253
Clostridium_sp_CAG_299	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_299
Clostridium_sp_CAG_510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_510
Clostridium_sp_CAG_58	25.0	497.0	422.0	820.0	1110.0	119.0	0.0	0.0	0.0	0.0	1424.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_58
Clostridium_sp_CAG_590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_590
Clostridium_sp_CAG_632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sp_CAG_632
Hungatella_hathewayi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Hungatella; Hungatella_hathewayi
Eubacterium_sulci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_Family_XIII_Incertae_Sedis; Clostridiales_Family_XIII_Incertae_Sedis_unclassified; Eubacterium_sulci
Mogibacterium_diversum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_Family_XIII_Incertae_Sedis; Mogibacterium; Mogibacterium_diversum
Bacteroides_pectinophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_unclassified; Clostridiales_unclassified; Bacteroides_pectinophilus
Intestinimonas_butyriciproducens	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_unclassified; Intestinimonas; Intestinimonas_butyriciproducens
Lawsonibacter_asaccharolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_unclassified; Lawsonibacter; Lawsonibacter_asaccharolyticus
Anaerofustis_stercorihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Anaerofustis; Anaerofustis_stercorihominis
Eubacterium_dolichum_CAG_375	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_dolichum_CAG_375
Eubacterium_eligens	4025.0	140.0	41.0	5885.0	2166.0	19.0	0.0	314.0	0.0	6665.0	1002.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_eligens
Eubacterium_hallii	15981.0	1200.0	8573.0	4647.0	2010.0	5562.0	5370.0	649.0	413.0	12156.0	6519.0	910.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_hallii
Eubacterium_ramulus	495.0	1151.0	1504.0	271.0	0.0	735.0	112.0	0.0	0.0	1017.0	0.0	390.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_ramulus
Eubacterium_sp_CAG_180	1682.0	0.0	82.0	0.0	0.0	0.0	257.0	0.0	0.0	0.0	0.0	1313.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_sp_CAG_180
Eubacterium_sp_CAG_251	0.0	0.0	1761.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_sp_CAG_251
Eubacterium_sp_CAG_274	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_sp_CAG_274
Eubacterium_sp_CAG_38	618.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	573.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_sp_CAG_38
Eubacterium_sp_OM08_24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_sp_OM08_24
Eubacterium_ventriosum	143.0	0.0	1710.0	134.0	268.0	889.0	116.0	0.0	0.0	28.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_ventriosum
Mageeibacillus_indolicus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Mageeibacillus; Mageeibacillus_indolicus
Anaerostipes_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Anaerostipes_caccae
Anaerostipes_hadrus	1696.0	478.0	1075.0	558.0	5.0	581.0	163.0	497.0	2759.0	2745.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Anaerostipes_hadrus
Anaerotignum_lactatifermentans	0.0	0.0	0.0	332.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerotignum; Anaerotignum_lactatifermentans
Blautia_coccoides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_coccoides
Blautia_hansenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1342.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_hansenii
Blautia_obeum	2328.0	971.0	1111.0	4630.0	1421.0	964.0	741.0	0.0	0.0	381.0	1046.0	3187.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_obeum
Blautia_producta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_producta
Blautia_sp_CAG_257	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	20400.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_sp_CAG_257
Blautia_wexlerae	1055.0	4212.0	3045.0	715.0	376.0	762.0	0.0	2965.0	0.0	92.0	0.0	25.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_wexlerae
Ruminococcus_gnavus	0.0	477.0	0.0	0.0	0.0	0.0	0.0	1187.0	27.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Ruminococcus_gnavus
Ruminococcus_torques	8140.0	7877.0	14910.0	7954.0	681.0	1844.0	13188.0	0.0	0.0	660.0	0.0	3085.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Ruminococcus_torques
Butyrivibrio_crossotus	8459.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; Butyrivibrio_crossotus
Butyrivibrio_sp_CAG_318	0.0	0.0	0.0	0.0	354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; Butyrivibrio_sp_CAG_318
Coprococcus_catus	1008.0	1086.0	660.0	0.0	723.0	92.0	333.0	57.0	0.0	105.0	0.0	914.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_catus
Coprococcus_comes	4535.0	3655.0	9566.0	13759.0	2070.0	1986.0	16809.0	1487.0	12046.0	4929.0	6082.0	283.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_comes
Coprococcus_eutactus	0.0	6470.0	312.0	0.0	0.0	3296.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_eutactus
Dorea_formicigenerans	2383.0	2245.0	4249.0	4613.0	507.0	1668.0	4695.0	160.0	284.0	1267.0	1474.0	1559.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; Dorea_formicigenerans
Dorea_longicatena	5442.0	1601.0	8338.0	13195.0	1631.0	4350.0	8180.0	1000.0	4954.0	2342.0	3706.0	1911.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; Dorea_longicatena
Eisenbergiella_massiliensis	0.0	0.0	0.0	0.0	353.0	0.0	0.0	0.0	283.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Eisenbergiella; Eisenbergiella_massiliensis
Eisenbergiella_tayi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Eisenbergiella; Eisenbergiella_tayi
Fusicatenibacter_saccharivorans	2345.0	3699.0	7075.0	2508.0	2187.0	3168.0	2637.0	586.0	5148.0	3216.0	2627.0	82.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Fusicatenibacter; Fusicatenibacter_saccharivorans
Clostridium_bolteae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Clostridium_bolteae
Clostridium_citroniae	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Clostridium_citroniae
Clostridium_clostridioforme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Clostridium_clostridioforme
Clostridium_lavalense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Clostridium_lavalense
Clostridium_saccharolyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4379.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Clostridium_saccharolyticum
Clostridium_symbiosum	0.0	0.0	0.0	546.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Clostridium_symbiosum
Eubacterium_rectale	18251.0	0.0	11611.0	19019.0	7043.0	16487.0	11359.0	291.0	0.0	13698.0	1714.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_unclassified; Eubacterium_rectale
Lachnospiraceae_bacterium_oral_taxon_096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_unclassified; Lachnospiraceae_bacterium_oral_taxon_096
Lachnospira_pectinoschiza	7903.0	0.0	5580.0	5394.0	682.0	369.0	0.0	97.0	1787.0	0.0	952.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; Lachnospira_pectinoschiza
Roseburia_faecis	9080.0	0.0	33589.0	15165.0	2870.0	4946.0	243.0	4449.0	0.0	16855.0	18965.0	874.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_faecis
Roseburia_hominis	2031.0	491.0	1016.0	4675.0	1325.0	0.0	1876.0	254.0	0.0	359.0	20626.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_hominis
Roseburia_intestinalis	6397.0	6540.0	970.0	10704.0	2756.0	1462.0	0.0	670.0	0.0	609.0	2636.0	586.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_intestinalis
Roseburia_inulinivorans	5267.0	213.0	2159.0	3898.0	319.0	4065.0	311.0	777.0	0.0	3606.0	3070.0	1226.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_inulinivorans
Roseburia_sp_CAG_182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1351.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_sp_CAG_182
Roseburia_sp_CAG_303	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_sp_CAG_303
Roseburia_sp_CAG_309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_sp_CAG_309
Roseburia_sp_CAG_471	1311.0	748.0	156.0	16.0	0.0	0.0	0.0	0.0	0.0	1407.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_sp_CAG_471
Sellimonas_intestinalis	0.0	0.0	0.0	51.0	0.0	203.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Sellimonas; Sellimonas_intestinalis
Oscillibacter_sp_57_20	150.0	34.0	1456.0	0.0	424.0	0.0	0.0	90.0	0.0	119.0	112.0	212.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; Oscillibacter_sp_57_20
Oscillibacter_sp_CAG_241	0.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	558.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; Oscillibacter_sp_CAG_241
Intestinibacter_bartlettii	1019.0	0.0	0.0	0.0	2968.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Intestinibacter; Intestinibacter_bartlettii
Peptostreptococcus_anaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus_anaerobius
Peptostreptococcus_stomatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus_stomatis
Romboutsia_ilealis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Romboutsia; Romboutsia_ilealis
Agathobaculum_butyriciproducens	212.0	0.0	358.0	1959.0	0.0	269.0	0.0	98.0	89.0	1081.0	0.0	900.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Agathobaculum; Agathobaculum_butyriciproducens
Anaerotruncus_colihominis	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; Anaerotruncus_colihominis
Anaerotruncus_sp_CAG_528	0.0	0.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; Anaerotruncus_sp_CAG_528
Faecalibacterium_prausnitzii	5447.0	6984.0	25082.0	6391.0	5105.0	14823.0	1264.0	2720.0	0.0	5823.0	5565.0	2486.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; Faecalibacterium_prausnitzii
Flavonifractor_plautii	0.0	0.0	429.0	449.0	18.0	0.0	0.0	277.0	547.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Flavonifractor; Flavonifractor_plautii
Gemmiger_formicilis	0.0	0.0	1437.0	560.0	51.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Gemmiger; Gemmiger_formicilis
Clostridium_leptum	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_unclassified; Clostridium_leptum
Eubacterium_siraeum	0.0	0.0	0.0	0.0	1118.0	0.0	0.0	0.0	0.0	0.0	331.0	2731.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_unclassified; Eubacterium_siraeum
Ruminococcaceae_bacterium_D16	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_unclassified; Ruminococcaceae_bacterium_D16
Ruminococcus_bicirculans	0.0	0.0	0.0	11303.0	0.0	0.0	0.0	0.0	0.0	0.0	1318.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_bicirculans
Ruminococcus_bromii	0.0	0.0	5863.0	14706.0	15690.0	776.0	247.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_bromii
Ruminococcus_callidus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_callidus
Ruminococcus_champanellensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_champanellensis
Ruminococcus_lactaris	3372.0	3998.0	4138.0	0.0	3359.0	0.0	0.0	837.0	0.0	2390.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_lactaris
Ruminococcus_obeum_CAG_39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_obeum_CAG_39
Ruminococcus_sp_CAG_330	0.0	0.0	0.0	4215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_sp_CAG_330
Ruminococcus_sp_CAG_403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16616.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_sp_CAG_403
Ruminococcus_sp_CAG_488	408.0	0.0	0.0	0.0	0.0	0.0	520.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_sp_CAG_488
Ruthenibacterium_lactatiformans	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruthenibacterium; Ruthenibacterium_lactatiformans
Absiella_dolichum	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Absiella; Absiella_dolichum
Catenibacterium_mitsuokai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Catenibacterium; Catenibacterium_mitsuokai
