RL509-mf	RL511-mf	RL514-mf	RL516-mf	RL528-mf	RL568-mf	RL569-mf	RL573-mf	RL591-mf	RL605-mf	RL607-mf	RL613-mf	RL616-mf	RL627-mf	RL628-mf	RL651-mf	RL656-mf	RL659-mf	RL665-mf	RL667-mf	RL668-mf	RL679-mf	RL680-mf	RL683-mf	RL691-mf	RL693-mf	RL703-mf	RL704-mf	RL725-mf
RL628-mf	-0.103674176202422	-0.136936691073863	-0.195317643620022	-0.42167832810965	-0.45079722510702	0.0247221305467324	-0.0150326945754131	-0.0757872782172453	0.397221276738524	0.133794413493508	0.00100310645064037	0.0933861626276477	0.0574102006739774	0.505245261019521	1	-0.0163029279060943	-0.571329323693001	-0.163594000483536	-0.318038216738241	0.029115030478816	-0.170766731286736	-0.511057147518975	-0.404690690324465	0.100046868725334	0.283089325127191	-0.00261257611025295	0.223635099222264	0.148226785727375	0.470770185402149
RL651-mf	-0.36573274501632	-0.664284974005304	0.161719292076285	0.50828585112004	-0.578184643762806	-0.664269233267965	0.898397798263858	-0.611620887289355	0.155653831972725	-0.75065810046961	0.296754348870594	-0.841336707806405	-0.798410765688566	0.264968126564798	-0.0163029279060943	1	-0.0992703650862887	-0.701854473575395	-0.172137970816534	-0.472423161573972	0.240838058916764	-0.087661231264542	0.754571672640962	-0.521450815355278	0.180456149136564	0.580658926873781	0.570832846705298	0.559526357819475	0.665235832286883
RL656-mf	-0.11762039714588	-0.032942079720264	-0.137030236700187	0.103617250575555	0.601784729526766	0.193760830325369	-0.15109015659622	0.149557205129929	-0.492207919315365	-0.0982028458595304	0.0386827098569061	-0.107966007470267	-0.11588139627848	-0.346892355551183	-0.571329323693001	-0.0992703650862887	1	0.220194496561038	0.259128637302914	-0.171331367270548	0.306539340888417	0.687364470161076	0.19198887521714	0.015010164440217	-0.082925686955384	0.143778020198598	-0.0528878103158461	0.0093243588892586	-0.53609237853305
RL659-mf	0.185155177844927	0.766724712344579	0.0968251154768156	-0.501059978098511	0.543623817681335	0.324961279294391	-0.628496396411105	0.475009016556096	-0.56614673320191	0.767987620217305	-0.243592253395303	0.692027319938674	0.773430748437802	-0.481085837374791	-0.163594000483536	-0.701854473575395	0.220194496561038	1	-0.195997780634253	0.424851504859342	-0.366902530311271	0.298245035057265	-0.392262851869021	0.0736873871044921	-0.220274365468784	-0.631840056320789	-0.621616791937015	-0.635760245129965	-0.568111565715676
RL665-mf	-0.114889212225987	-0.124343161534156	-0.149606197842159	0.0509000826948688	0.0794440120732688	0.426797693358011	-0.240507136977991	-0.118159711344007	-0.0487173776878247	-0.293351794762057	0.0222250518012144	0.145726209898089	0.0585088246556038	-0.177230801080111	-0.318038216738241	-0.172137970816534	0.259128637302914	-0.195997780634253	1	0.185706145238497	0.200149730633299	0.0647916841398944	0.0147708167224314	0.683446825197282	-0.0473721427259852	0.015616307746527	-0.127005097265772	-0.103232868616451	-0.302970591518166
RL667-mf	-0.28543791725881	0.404610030097176	-0.414978591814492	-0.516896731775403	-0.0839225069571908	0.0713114698912877	-0.489049638451412	-0.124515173375849	-0.0795406770785661	0.536482872629436	-0.272432023309516	0.654412677359173	0.648184063655269	-0.255410270862309	0.029115030478816	-0.472423161573972	-0.171331367270548	0.424851504859342	0.185706145238497	1	-0.0177860821831777	-0.372112474166825	-0.391946869763829	0.236858242880238	-0.0997889107288174	-0.213020087818466	-0.238563578087847	-0.300381083778233	-0.320359625892837
RL668-mf	-0.557500036694566	-0.436658443105298	-0.527316286393548	0.0200777219369514	0.0169044182447193	-0.148564233797689	0.095388687477044	-0.465316841654298	0.0160905080637318	-0.26683709871894	0.213254712330863	-0.217756866802971	-0.282899351887697	0.00789969638042639	-0.170766731286736	0.240838058916764	0.306539340888417	-0.366902530311271	0.200149730633299	-0.0177860821831777	1	0.0690153894079092	0.159439858298323	-0.00831200983916671	0.378294619557495	0.523383525262928	0.209448638674212	0.362215385600536	0.0452700713708035
RL679-mf	0.188323178663851	0.291809698162929	0.401294898446962	0.151050629712791	0.644039433442399	0.252148219261307	-0.0858214404300731	0.339817082994634	-0.626498685828081	0.00388223962335714	0.261480844599491	-0.039090572102376	0.0134386610952083	-0.182386220983102	-0.511057147518975	-0.087661231264542	0.687364470161076	0.298245035057265	0.0647916841398944	-0.372112474166825	0.0690153894079092	1	0.325590013034283	-0.00835180561434162	-0.302393670386854	-0.293755510958413	-0.473342278196328	-0.395325266543777	-0.477750561839115
RL680-mf	-0.258674800993141	-0.285380973173655	0.421893493296768	0.549675029316907	-0.298004552563169	-0.572815111439519	0.608167994948436	-0.40090085975449	-0.188481702964381	-0.614697341714718	0.382995524280826	-0.670894439398135	-0.578895064143712	0.104211509071476	-0.404690690324465	0.754571672640962	0.19198887521714	-0.392262851869021	0.0147708167224314	-0.391946869763829	0.159439858298323	0.325590013034283	1	-0.396740317358313	-0.0596020019641993	0.324892275024639	0.0977172558889402	0.201020987320414	0.345531811238889
RL683-mf	0.00145184666394077	0.242629433677303	-0.175998736002049	-0.422067919706682	0.193167201311198	0.54881049600471	-0.488122121359052	0.187479523457342	-0.114052605826821	0.0733689347246199	-0.0321207306295548	0.457134933262635	0.37382708119918	-0.114130790377591	0.100046868725334	-0.521450815355278	0.015010164440217	0.0736873871044921	0.683446825197282	0.236858242880238	-0.00831200983916671	-0.00835180561434162	-0.396740317358313	1	0.124276864261094	-0.344784476999963	-0.33530143449596	-0.30189089929986	-0.313591544611196
RL691-mf	-0.504238080538247	-0.400396942371603	-0.446008919737217	-0.289043470732005	-0.237343101313505	-0.257513901905009	0.0625093753857821	-0.393925281307617	0.0578701905385884	-0.297826350243322	0.133768933186565	-0.300161386370026	-0.308443820765822	0.168452739461525	0.283089325127191	0.180456149136564	-0.082925686955384	-0.220274365468784	-0.0473721427259852	-0.0997889107288174	0.378294619557495	-0.302393670386854	-0.0596020019641993	0.124276864261094	1	0.256488038764804	0.446788871748171	0.610380481879528	0.460484320977161
RL693-mf	-0.419354864574286	-0.790411664197364	-0.417754033942211	0.333221993825861	-0.35682975297427	-0.408410265661527	0.531406393712258	-0.484010835877899	0.342434510452629	-0.546347166337793	-0.103075350897752	-0.605249745017493	-0.687313901204008	0.0675048902783736	-0.00261257611025295	0.580658926873781	0.143778020198598	-0.631840056320789	0.015616307746527	-0.213020087818466	0.523383525262928	-0.293755510958413	0.324892275024639	-0.344784476999963	0.256488038764804	1	0.736218503798654	0.752537647132624	0.346273293779696
RL703-mf	-0.276836323747081	-0.806919433332676	-0.419366847778693	0.27581449809029	-0.444531195042223	-0.389369210008489	0.499852074536782	-0.412280363057634	0.461900420987006	-0.577014160728527	-0.117984173398765	-0.679616082071902	-0.743346128351648	0.160938555288606	0.223635099222264	0.570832846705298	-0.0528878103158461	-0.621616791937015	-0.127005097265772	-0.238563578087847	0.209448638674212	-0.473342278196328	0.0977172558889402	-0.33530143449596	0.446788871748171	0.736218503798654	1	0.924421314436252	0.515891279875777
RL704-mf	-0.324451483430748	-0.811842056017717	-0.414472945479973	0.290539143723459	-0.413861001541882	-0.461109977417771	0.438633854606506	-0.437505682393404	0.390770801427715	-0.660682719076674	0.0353075652302257	-0.738325629455727	-0.796034474664582	0.236274735351623	0.148226785727375	0.559526357819475	0.0093243588892586	-0.635760245129965	-0.103232868616451	-0.300381083778233	0.362215385600536	-0.395325266543777	0.201020987320414	-0.30189089929986	0.610380481879528	0.752537647132624	0.924421314436252	1	0.575847795551093
RL725-mf	-0.295620676176672	-0.568953093897622	0.0661969259983425	0.1702808277764	-0.727302433298934	-0.502621136191587	0.537543798747091	-0.545105761361561	0.369150135025516	-0.525360761603347	0.23939641794884	-0.552725418685296	-0.507864580755158	0.351967797224347	0.470770185402149	0.665235832286883	-0.53609237853305	-0.568111565715676	-0.302970591518166	-0.320359625892837	0.0452700713708035	-0.477750561839115	0.345531811238889	-0.313591544611196	0.460484320977161	0.346273293779696	0.515891279875777	0.575847795551093	1
