RL509-mf	RL511-mf	RL514-mf	RL516-mf	RL528-mf	RL568-mf	RL569-mf	RL573-mf	RL591-mf	RL605-mf	RL607-mf	RL613-mf	RL616-mf	RL627-mf	RL628-mf	RL651-mf	RL656-mf	RL659-mf	RL665-mf	RL667-mf	RL668-mf	RL679-mf	RL680-mf	RL683-mf	RL691-mf	RL693-mf	RL703-mf	RL704-mf	RL725-mf
UniRef90_V0ZD57	-0.296490234114268	-1.06915377099861	-1.06915377099861	2.13240324893231	-1.06915377099861	-0.599684517731344	1.88678017275124	-1.06915377099861	0.21226555582277	-1.06915377099861	-1.06915377099861	-1.06915377099861	-1.06915377099861	-0.595694132460994	-1.06915377099861	3.68389445888294	-1.06915377099861	-1.06915377099861	-0.863359661603987	-0.402443527856474	-0.350742603590571	-1.06915377099861	-0.289689797120788	-1.06915377099861	-1.06915377099861	0.370745912004312	5.72253008715344	4.25564243419593	0.101995398716028
UniRef90_P77695	-0.790991053460991	-0.989742342789703	3.2170744527635	1.79360055212416	-1.61796534623127	-1.61796534623127	6.53601221141969	-1.61796534623127	-1.61796534623127	-1.61796534623127	-1.61796534623127	-1.61796534623127	-1.61796534623127	-1.10932068593881	-1.61796534623127	4.77744197215567	-1.2665880407676	-1.61796534623127	-0.353813284776418	-1.61796534623127	0.325202094746344	-0.87343049033533	0.438299089292375	-1.61796534623127	-1.61796534623127	3.14695400189503	2.66648956186299	2.95591810582714	0.560443356988426
UniRef90_V0SZ47	0.0334840483890591	-1.05549198017059	-0.373292663463719	1.24127962884992	-1.05549198017059	-0.172282527454165	1.93717857600682	-1.05549198017059	-0.441463484523244	-1.05549198017059	-1.05549198017059	-1.05549198017059	-1.05549198017059	-0.373485085504801	-1.05549198017059	3.31562076283181	-0.33382446789754	-1.05549198017059	-0.115085395699191	-0.101062623550397	-1.05549198017059	-0.577312257437541	-0.242241490552123	-1.05549198017059	-0.421866408523577	-0.323799539738463	4.82470619816779	3.74134454215766	-0.00748603018185223
UniRef90_P21887	-0.536659871313418	1.90233955443409	5.71600451176121	2.66174537954829	-1.09967334086793	-2.08752606843219	6.79103682585617	-1.79313763971407	-2.08752606843219	-2.08752606843219	-1.09438215083698	-2.08752606843219	-2.08752606843219	-0.255535361306131	-2.08752606843219	8.49915424507415	-1.18589183011255	-1.00598191459366	-1.03945034618023	-2.08752606843219	-2.08752606843219	1.65898019105837	5.54141517055519	-2.08752606843219	-2.08752606843219	-1.32117515730975	-2.08752606843219	-1.89281616883517	1.41681465553654
UniRef90_A0A229I8L6	-1.5663703874135	5.9196681673187	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	3.83346036633656	-1.5663703874135	3.95703788207309	8.15963825081375	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	6.59443385949663	-0.971598285224351	6.9675082822827	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135	-1.5663703874135
UniRef90_D1PEG8	-1.25707647748425	0.798952061438502	-1.25707647748425	-1.25707647748425	-1.25707647748425	4.10211785682376	-1.25707647748425	-1.25707647748425	-1.25707647748425	-1.25707647748425	-1.25707647748425	3.22426767675602	4.7229945348009	-1.25707647748425	-1.25707647748425	-1.25707647748425	-1.25707647748425	-1.25707647748425	5.18022118356142	4.28279884933073	-1.25707647748425	-1.25707647748425	-1.25707647748425	5.34433034194215	-1.25707647748425	-1.25707647748425	-1.25707647748425	-1.25707647748425	-1.25707647748425
UniRef90_A0A352RNU0	-1.61645925604973	-1.61645925604973	-1.61645925604973	-0.506309860132355	1.63868491363701	3.60868068481006	-1.61645925604973	-1.61645925604973	-1.61645925604973	2.13000400722455	-0.894517943365074	3.02726997097495	5.22786362168007	-1.61645925604973	-1.61645925604973	0.706040032984842	1.365378787596	2.67875682628885	0.439843335593993	-1.61645925604973	1.85264526581857	1.23708535371432	-0.737354999436657	-1.61645925604973	-1.61645925604973	0.363108844045453	-1.61645925604973	-1.61645925604973	-1.12320851278805
UniRef90_C0PW33	-2.55903714893717	-1.98168531192751	-5.03739810533356	1.23523541175126	-1.71616122693035	-1.72218404223538	3.86488052475314	-5.03739810533356	-0.0889467676637388	-2.39194544725142	0.550653862540808	-1.3614692916417	-2.32401241528494	0.437093100642084	-0.88566103331128	5.62433546412654	-0.267885524465984	-5.03739810533356	0.987280607041765	0.992165209099096	2.16350049970488	-0.0370194475819847	1.16389856487605	0.249061702156887	0.333243971370504	2.32706051764614	5.16310820983036	4.92711604875309	0.429568278939517
UniRef90_P0DPO4	0.0179990969201547	-1.38135083888482	-1.33318800261898	3.2665512261847	-1.68241398660509	-1.68241398660509	4.38925216234448	-1.00287758790388	1.44031339127126	-1.68241398660509	-1.68241398660509	-0.94130774602891	-1.68241398660509	-0.645404347847071	-1.68241398660509	3.53357904908785	-0.851859281539647	-1.68241398660509	-0.0308593777781301	-1.68241398660509	-1.05980031389556	-0.928484324379707	2.23953641266203	-1.68241398660509	-0.828412752238807	3.22085089227037	1.97119639738339	3.33963417857508	0.726357645862035
UniRef90_A0A0H2VC33	-1.51087181636965	-1.51087181636965	-1.51087181636965	0.163331188071278	-1.51087181636965	-1.51087181636965	4.12642252318483	-1.51087181636965	0.877502351890029	-0.525592179018485	0.563301337146637	-1.51087181636965	-1.51087181636965	0.119025640100081	-0.215507306422924	4.08586061908582	-0.212324932774212	-1.51087181636965	0.435402398759501	-0.147661482776585	-1.51087181636965	-1.51087181636965	-0.0520803717268574	-0.414360313647409	-0.714942823809659	1.35893643351283	4.66491223891406	2.95870814068718	-0.451343481110014
UniRef90_P68193	-1.13929565125243	-1.13929565125243	-0.442525485293045	2.39253492440177	-0.593869877030072	-0.141541510558801	4.50636854472046	-1.13929565125243	-0.891308608883749	-1.13929565125243	-1.13929565125243	-1.13929565125243	-1.13929565125243	-1.13929565125243	-1.13929565125243	3.02074516701596	-1.13929565125243	-1.13929565125243	-0.506349063212666	-1.13929565125243	-1.13929565125243	-0.928952923859799	-0.639830877291018	-1.13929565125243	-0.638198971838557	0.229472697837901	5.62520443914	3.71010319409351	1.24828746829218
UniRef90_P21886	-0.768098107573101	2.50730327494869	7.54726061810193	3.61126019356368	-2.83904379626044	-2.83904379626044	5.95124604653636	-2.04593948078205	-2.83904379626044	-2.83904379626044	2.51897612866354	-2.83904379626044	-0.736634253094731	-0.0695174629621551	-2.83904379626044	7.56855326431985	-0.972891477951748	-1.3174954907852	0.775018161769462	-2.83904379626044	-1.82142827085191	1.44513716388485	5.75883743187222	-2.40135902769845	-2.49462203755766	-2.22097526652759	-2.83904379626044	-1.10189354894655	0.979612511154079
UniRef90_A5ZYV6	0.00986620170654184	1.2748850806802	-1.82604392494064	0.130354593245984	0.377067663150134	2.0427660438055	-0.89202917296735	0.851234384458582	0.789796521992154	3.0437558434836	-1.19776503774641	1.53722563961985	1.17273102662212	-0.0831897130740149	-0.906647953503845	-1.66070445976294	-0.986442324440278	-0.499775171105911	0.26858370429805	1.11193955418891	1.46222949939816	0.0208168551746173	-1.57691210993805	-0.135210169425496	-1.90415120330683	0.830456462422104	0.549706425673433	-0.0422684261580013	-3.76227583355018
UniRef90_A0A396FGB3	4.21978564409105	2.47064871699326	0.586005760939244	3.57191018379047	2.15808446626428	2.0134871465494	-0.989566568042559	1.30106254337174	2.29081631021269	-0.0783525431809862	-0.900702400393029	1.28930525183424	1.31197233001812	0.0739874639967661	-3.46826154498261	-1.87711199463087	-0.776456591807505	-0.443014291104921	0.510124059784182	-1.43894077490244	-1.20597914881559	0.0747762649743322	-1.94930755885312	-0.449815143946588	-2.4599193007535	-2.15325679223973	-1.20850941616991	0.292740185530479	-2.7655122585269
UniRef90_A0A2X1KH87	-1.07507616985259	-1.01159133309653	-1.45917793484385	0.692313993337474	-1.45917793484385	-0.835105122144334	3.96461198617899	-1.45917793484385	0.64664427127572	-0.899184997580724	-1.45917793484385	-0.962156307406005	-1.45917793484385	-0.909688157335162	-1.45917793484385	3.74671499266382	-0.313839593589157	-1.45917793484385	0.220209829224217	0.142561362733829	-0.655746703304278	-0.354680238989182	0.158332140292077	-0.890273178398465	-0.95808125542997	0.635710072322009	5.53303533214219	3.50848870393007	-0.168954083067078
UniRef90_A0A0E1L867	-0.997355674959155	-1.58481575972542	0.0126187778066484	1.88601458578281	-1.88355617754954	-0.92011682664342	2.33536444917989	-1.05946044899716	0.0984717799294335	-1.57762416784668	-0.733412473020836	-1.28023487056789	-1.88355617754954	-0.636090400400788	-1.88355617754954	3.87414450703574	-0.291527377780273	-1.88355617754954	0.198587753141259	0.32488928906784	-1.88355617754954	-1.26988591941352	2.11832711309103	-1.88355617754954	-1.88355617754954	2.3020328997273	5.24271464735962	4.89159974321427	0.250651616866094
UniRef90_B7LUV3	-3.55102401855609	-5.16682597846838	-2.70264646352009	2.30283593918811	-2.2327088604252	-2.49571222715014	5.28737731705952	-4.67386336307738	1.81175441824427	-2.90045066330365	-0.154236749081285	-2.2943277297094	-2.81087923812476	-1.47527080596135	-3.4735841769798	6.90639049103154	-1.45956591854379	-6.03873608803559	2.10853014798574	2.29417350867153	3.150929284485	-2.41162388253632	2.37195371613007	-1.08825483041684	1.47292516691993	3.38433357606901	6.26125256523477	6.00576510233057	1.57148976054
UniRef90_U9XPI8	-0.965128506934098	-1.13505225047144	-0.473505460475481	1.9759312416976	-1.62230293352262	-0.898933977135441	2.4215664740494	-1.15182749978387	-0.108701021321256	-1.31558106475798	-0.685825172003997	-1.2463760484235	-1.62230293352262	-0.806406212907106	-1.62230293352262	3.09381000860152	-0.120389974296979	-1.62230293352262	-0.0177855823155078	1.48289405408726	-1.62230293352262	-1.16953356361158	1.21207254462568	-1.62230293352262	-1.62230293352262	1.81412145666265	5.4830399067636	3.82935328410953	0.138377898499356
UniRef90_B6VWG1	-1.61216328848184	-1.61216328848184	-1.61216328848184	-1.61216328848184	-1.61216328848184	-0.786093626598493	-1.61216328848184	-1.61216328848184	-0.237746957822067	-1.61216328848184	-0.500270623738577	-1.61216328848184	-1.61216328848184	-0.113350772933268	0.261827037548595	0.790264207997468	-1.61216328848184	0.725684788956771	-0.650187385647969	-1.61216328848184	-0.915323698468194	-1.61216328848184	-1.61216328848184	0.889273308868971	5.78258234382851	-0.457845805528083	6.32409773401269	7.93221970023709	3.52515578803232
UniRef90_UPI00082834EA	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	8.76137907700829	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	7.35972153976241	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	-1.44818394877187	0.693827504473937	-1.44818394877187	0.936244446698406	1.60352224869812	6.73123255092011	3.64518607522506	0.680749481422968
UniRef90_D1PEG9	-1.25351803773751	0.365899668361465	-1.25351803773751	-1.25351803773751	-1.25351803773751	3.26889557797358	-1.25351803773751	-1.25351803773751	-1.25351803773751	-1.25351803773751	-1.25351803773751	3.44161279458915	5.16153242319637	-1.25351803773751	-1.25351803773751	-1.25351803773751	-1.25351803773751	0.997543551102677	3.31212178472155	4.02333590750866	-1.25351803773751	-1.25351803773751	-1.25351803773751	5.75293708503421	-1.25351803773751	-1.25351803773751	-1.25351803773751	-1.25351803773751	-1.25351803773751
UniRef90_A0A1D7Q4W5	-2.59620541555144	-1.73406193782544	-2.59620541555144	-0.209446881514595	-1.67278160708125	-1.88794665365374	4.23707685709169	-2.07581334135447	-1.06601478675308	-1.89071313709559	0.689531173871654	-1.08873549754744	-1.59531843082115	-1.06965077798895	-1.22825850519291	5.65980979967106	-0.940615447412956	-2.59620541555144	-0.413386013939237	0.43435667322459	2.45484469778889	-1.07595919284442	1.57061445233698	-0.79935436077761	0.221722719759274	1.47635490807366	3.228338430852	4.28439440735694	2.27962869843044
UniRef90_P64615	-0.0220058313430513	-2.19479734328078	-1.28625571076415	2.98895910537042	-1.38119221007271	-1.5214824439429	1.15822100163535	-2.19479734328078	0.853044628605834	-2.19479734328078	-1.00820170781319	-1.3988035379057	-2.19479734328078	-2.19479734328078	-2.19479734328078	5.52326283359872	-1.30400436752695	-2.19479734328078	1.34713869569335	0.539214195888484	-0.615940727303807	-1.39653941063628	1.89232600037042	-1.8099164298154	-1.69370066386691	2.06814689129507	6.69455755168738	4.39633150434689	1.34042203546461
